Month,Region,Sales_Rep,Units_Sold,Unit_Price,Revenue,Cost,Profit
Sep,East,Jordan,115,34,3910,2732.174545,1177.825455
Dec,South,Skyler,108,32,3456,2519.333425,936.6665749
Oct,West,Jamie,249,33,8217,5483.55,2733.448044
May,South,Jamie,239,25,5975,4382.458968,1592.541032
Dec,North,Jordan,221,24,5304,3874.290869,1429.709131
Feb,East,Skyler,97,32,3104,2412.807759,691.1922414
Oct,East,Alex,117,25,2925,2338.487008,586.5129924
Jun,South,Jamie,180,23,4140,3303.416608,836.5833922
Dec,South,Jordan,113,20,2260,1549.106105,710.8938947
Dec,East,Jamie,200,26,5200,3643.987532,1556.012468
Jul,North,Jordan,166,29,4814,3327.42982,1486.57018
Feb,West,Jordan,239,28,6692,4550.238334,2141.761666
Feb,West,Jordan,189,23,4347,2923.446187,1423.553813
Oct,South,Skyler,146,32,4672,3395.430204,1276.569796
Dec,East,Alex,122,23,2806,2191.134738,614.8652625
Oct,East,Skyler,202,28,5656,4176.843645,1479.156355
Jan,East,Alex,101,34,3434,2681.609046,752.39
Apr,North,Jordan,166,23,3818,3031.202573,786.7974266
Jul,South,Alex,156,29,4524,3200.599768,1323.400232
Sep,South,Skyler,204,23,4692,3637.943002,1054.056998
Mar,South,Jamie,175,27,4725,3108.342586,1616.657414
Dec,North,Skyler,201,30,6030,4354.630667,1675.369333
Nov,South,Skyler,236,23,5428,3828.067027,1599.932973
Jul,West,Skyler,119,28,3332,2268.184973,1063.815027
Jul,South,Skyler,183,30,5490,3929.516479,1560.483521
Jul,South,Skyler,198,27,5346,3830.705063,1515.294937
Feb,South,Alex,217,24,5208,4016.83113,1191.16887
Jun,North,Alex,199,28,5572,4348.042176,1223.957824
Feb,West,Jamie,96,27,2592,1940.222325,651.78
Jun,West,Skyler,181,33,5973,4449.93412,1523.06588
Oct,East,Skyler,209,29,6061,4039.822314,2021.177686
Mar,East,Jamie,224,23,5152,3793.362328,1358.637672
Feb,West,Jamie,187,23,4301,2972.708042,1328.291958
Dec,South,Jordan,169,20,3380,2346.444703,1033.555297
Jun,South,Jamie,198,23,4554,3024.840565,1529.159435
Feb,South,Jamie,245,31,7595,5661.162793,1933.837207
May,North,Jamie,244,32,7808,5758.956409,2049.043591
Feb,South,Jordan,142,27,3834,2618.778753,1215.221247
Mar,North,Alex,84,31,2604,1795.342222,808.6577777
Mar,West,Jordan,104,31,3224,2469.423374,754.5766264
Jun,South,Alex,152,24,3648,2805.093137,842.9068634
Jun,South,Jamie,203,25,5075,3674.110688,1400.889312
Oct,East,Jordan,101,23,2323,1561.869989,761.1300107
Mar,West,Jordan,172,33,5676,3736.731353,1939.268647
Mar,South,Alex,114,24,2736,1889.810821,846.1891786
Dec,North,Jordan,134,29,3886,2952.11,933.8918072
Jan,West,Jordan,207,27,5589,4136.54,1452.46
Jul,East,Skyler,99,31,3069,2325.430451,743.569549
Aug,West,Alex,84,28,2352,1695.232688,656.7673124
Feb,North,Jordan,246,22,5412,4130.470235,1281.529765
Apr,East,Jordan,142,29,4118,2973.693739,1144.306261
Oct,North,Jamie,111,23,2553,1691.62345,861.3765505
Jul,West,Skyler,153,20,3060,2025.654958,1034.345042
Aug,East,Skyler,247,30,7410,5740.715272,1669.284728
Jan,North,Jamie,224,24,5376,4002.129063,1373.870937
Apr,West,Jamie,180,23,4140,2864.337904,1275.662096
Jun,North,Jamie,158,34,5372,4101.93,1270.068032
Mar,South,Jamie,239,25,5975,4005.402769,1969.597231
May,West,Skyler,102,25,2550,1904.305623,645.6943769
Oct,East,Jordan,135,32,4320,3449.186895,870.81
Sep,East,Jordan,216,29,6264,4212.558366,2051.441634
Nov,South,Jamie,185,25,4625,3104.724257,1520.275743
Mar,North,Alex,148,22,3256,2344.890326,911.1096736
May,North,Jamie,101,33,3333,2487.748571,845.2514289
Aug,East,Jordan,111,34,3774,2468.127881,1305.872119
Jun,North,Alex,81,26,2106,1526.746041,579.2539589
Apr,West,Jamie,202,22,4444,2944.041356,1499.958644
Aug,West,Alex,164,25,4100,2813.414123,1286.585877
Nov,East,Jamie,93,32,2976,2252.414297,723.5857025
Mar,West,Skyler,116,32,3712,2824.20,887.80
Mar,East,Jordan,106,33,3498,2656.590617,841.4093832
Apr,North,Jamie,231,34,7854,5181.848896,2672.151104
Sep,North,Alex,143,29,4147,3184.955992,962.04
May,North,Jordan,149,20,2980,2130.196531,849.8034688
Aug,South,Jamie,233,34,7922,5714.110374,2207.889626
Jun,East,Jamie,94,33,3102,2211.581977,890.418023
Mar,West,Jamie,108,34,3672,2858.847924,813.1520758
Aug,North,Jamie,153,27,4131,3106.493635,1024.506365
Dec,South,Skyler,107,26,2782,2016.960784,765.0392163
Sep,West,Jordan,138,31,4278,3316.061982,961.94
Aug,West,Skyler,152,28,4256,3280.544056,975.4559439
Apr,West,Jordan,228,34,7752,5044.665354,2707.334646
Nov,North,Jamie,89,33,2937,2120.020568,816.9794316
Jun,West,Jordan,211,34,7174,4708.561039,2465.438961
Jan,East,Alex,141,22,3102,2159.23387,942.7661301
Apr,South,Jordan,211,31,6541,5040.33501,1500.66499
Aug,West,Alex,206,27,5562,4402.922877,1159.077123
Jan,West,Alex,85,21,1785,1225.063348,559.9366516
Mar,East,Skyler,159,28,4452,2908.11,1543.892286
Jan,West,Jordan,151,20,3020,2145.258364,874.7416363
Sep,North,Jamie,95,31,2945,2062.288747,882.711253
Feb,North,Jordan,117,29,3393,2549.991939,843.01
Sep,North,Skyler,144,26,3744,2711.624389,1032.375611
Apr,West,Alex,205,33,6765,4801.980261,1963.019739
Feb,South,Alex,162,29,4698,3215.46783,1482.53217
Apr,South,Skyler,96,33,3168,2452.893885,715.1061146
Dec,West,Skyler,192,20,3840,2639.072229,1200.927771
Nov,South,Jordan,235,34,7990,5259.099872,2730.900128
Nov,South,Alex,219,25,5475,4022.43638,1452.56362
Oct,West,Skyler,149,20,2980,2078.85489,901.1451104
Jun,North,Jordan,150,32,4800,3632.953299,1167.046701
Nov,West,Jordan,210,23,4830,3198.091524,1631.908476
Jul,North,Jamie,128,26,3328,2645.580736,682.42
Mar,North,Alex,100,21,2100,1423.860275,676.1397251
Mar,South,Jordan,215,22,4730,3327.831869,1402.168131
Dec,South,Skyler,143,23,3289,2375.12913,913.8708705
Oct,North,Alex,237,25,5925,4642.341936,1282.658064
Dec,North,Skyler,111,32,3552,2693.769784,858.2302156
Aug,South,Skyler,99,31,3069,2061.521784,1007.478216
May,East,Jordan,95,28,2660,1904.006836,755.99
Apr,North,Jordan,232,23,5336,3902.946657,1433.053343
Jul,North,Jamie,139,34,4726,3569.636926,1156.363074
Jul,North,Skyler,216,25,5400,3973.169609,1426.830391
Sep,South,Jordan,182,31,5642,4054.342515,1587.657485
Sep,West,Jamie,140,26,3640,2783.989017,856.0109833
May,North,Alex,247,23,5681,4014.811808,1666.188192
Dec,North,Jamie,183,25,4575,3651.197271,923.8027292
Aug,North,Jamie,140,22,3080,2439.875519,640.1244812
Oct,West,Skyler,155,24,3720,2812.718266,907.2817342
Jan,West,Alex,94,31,2914,2279.889672,634.1103279
Sep,North,Skyler,211,31,6541,4637.41,1903.585842
Aug,North,Skyler,230,30,6900,5086.821679,1813.178321
Jun,East,Jamie,234,29,6786,4688.44,2097.56
Mar,West,Jamie,182,23,4186,3276.992919,909.0070814
Mar,East,Jordan,244,26,6344,4571.827426,1772.172574
Aug,North,Jamie,244,25,6100,4455.571405,1644.428595
May,North,Jordan,236,26,6136,4784.147894,1351.852106
Oct,North,Skyler,236,25,5900,4540.59148,1359.40852
Nov,North,Jamie,154,31,4774,3333.500304,1440.499696
Jul,South,Alex,107,21,2247,1490.017474,756.9825262
May,South,Alex,153,33,5049,3404.611287,1644.388713
Aug,South,Skyler,212,26,5512,3863.164451,1648.835549
Oct,East,Skyler,204,27,5508,3832.431284,1675.568716
Oct,West,Jamie,135,26,3510,2301.67,1208.329496
Apr,North,Jordan,143,23,3289,2351.009337,937.9906632
Feb,West,Jamie,206,23,4738,3154.927834,1583.072166
Mar,South,Jordan,200,31,6200,4235.43,1964.57
Aug,North,Jamie,168,24,4032,3097.069826,934.9301743
Nov,North,Alex,96,33,3168,2294.366761,873.6332392
Jul,East,Alex,176,28,4928,3478.886899,1449.113101
Feb,West,Jordan,134,24,3216,2179.854005,1036.145995
Jun,East,Jamie,216,21,4536,3537.816984,998.1830156
Sep,South,Skyler,189,24,4536,3563.270528,972.7294721
Apr,West,Jordan,95,34,3230,2350.799499,879.2005007
Sep,South,Alex,223,32,7136,5624.532457,1511.467543
Feb,East,Jordan,92,22,2024,1456.709929,567.290071
Feb,East,Jamie,157,29,4553,3032.691247,1520.308753
Sep,North,Skyler,164,27,4428,2889.517686,1538.482314
Dec,West,Skyler,152,29,4408,2950.083405,1457.916595
Jul,West,Jordan,198,29,5742,4268.5939,1473.4061
Jul,North,Jamie,248,32,7936,5540.405546,2395.594454
Jan,West,Jamie,147,21,3087,2306.749484,780.250516
Nov,South,Skyler,153,33,5049,3666.565717,1382.434283
Jun,South,Alex,178,30,5340,3737.743072,1602.256928
Jul,East,Jamie,196,23,4508,3078.07128,1429.92872
Nov,South,Skyler,216,24,5184,3432.619615,1751.380385
Jun,West,Skyler,225,31,6975,5352.326648,1622.673352
Jun,North,Jamie,217,23,4991,3857.29748,1133.70252
Feb,East,Jamie,194,32,6208,4539.398997,1668.601003
Jun,North,Jordan,133,33,4389,2956.273278,1432.726722
Apr,East,Alex,158,24,3792,2614.695321,1177.304679
Sep,East,Jordan,94,29,2726,2162.45889,563.54
Dec,North,Jordan,218,30,6540,4472.647919,2067.352081
Jan,South,Skyler,247,32,7904,5204.947771,2699.052229
Aug,South,Skyler,197,23,4531,3318.991124,1212.008876
May,South,Alex,191,32,6112,4212.922716,1899.077284
Jan,South,Jordan,185,22,4070,3230.014008,839.9859918
Apr,North,Jordan,184,20,3680,2709.271878,970.7281223
Jan,West,Skyler,126,33,4158,3305.07865,852.92135
Jun,East,Skyler,197,23,4531,3479.067156,1051.932844
Feb,North,Jamie,205,28,5740,4353.576018,1386.423982
May,South,Jordan,227,20,4540,3516.478281,1023.521719
Jul,South,Alex,177,26,4602,3408.852484,1193.147516
Feb,North,Jordan,229,22,5038,3283.104361,1754.895639
Jun,East,Skyler,127,27,3429,2430.714261,998.2857389
Jun,North,Jamie,161,25,4025,2748.482171,1276.517829
May,North,Jordan,95,32,3040,2174.046579,865.9534209
May,West,Alex,212,20,4240,3055.269497,1184.730503
Mar,North,Skyler,153,34,5202,3481.046581,1720.953419
Oct,West,Jamie,100,29,2900,1895.192724,1004.807276
Oct,East,Jordan,140,24,3360,2253.652948,1106.347052
Nov,North,Alex,103,33,3399,2646.509223,752.4907768
Dec,North,Skyler,102,31,3162,2413.801645,748.20
Feb,South,Alex,166,32,5312,4089.357867,1222.642133
Jul,North,Jordan,218,27,5886,4069.851114,1816.148886
Jan,South,Skyler,81,30,2430,1665.558155,764.4418452
Jun,South,Jordan,132,34,4488,2942.359106,1545.640894
Jun,South,Jamie,218,22,4796,3457.149931,1338.850069
Mar,East,Jordan,94,31,2914,2061.250912,852.749088
Feb,West,Jamie,219,31,6789,5264.07461,1524.92539
Dec,South,Jordan,201,23,4623,3477.791058,1145.208942
Feb,North,Alex,202,26,5252,3527.468459,1724.531541
Sep,North,Alex,243,34,8262,6593.681366,1668.318634
Nov,South,Skyler,171,30,5130,3927.508044,1202.491956
May,South,Alex,102,25,2550,1932.99085,617.0091503
Jul,North,Alex,234,34,7956,5429.909036,2526.090964
Dec,South,Jamie,167,33,5511,4330.397704,1180.602296
May,West,Alex,221,26,5746,4143.372318,1602.627682
Jul,West,Jamie,178,32,5696,3956.717246,1739.282754
Apr,East,Jamie,106,28,2968,2220.731913,747.2680866
Aug,South,Jamie,100,28,2800,1908.935824,891.0641764
Nov,East,Jordan,128,21,2688,2113.130462,574.87
Oct,East,Jamie,123,22,2706,2105.678088,600.321912
Nov,East,Jordan,123,23,2829,2036.13514,792.8648604
Oct,South,Jamie,207,25,5175,3511.747824,1663.252176
Jul,East,Jordan,249,34,8466,6133.410587,2332.589413
Oct,West,Skyler,102,24,2448,1645.963553,802.0364465
May,East,Skyler,208,25,5200,3590.48213,1609.51787
Nov,West,Jordan,204,30,6120,4421.148335,1698.851665
Jun,West,Skyler,115,27,3105,2028.095834,1076.904166
May,South,Alex,134,21,2814,2152.311511,661.688489
Jul,East,Jamie,189,25,4725,3210.81,1514.186581
Dec,South,Jordan,95,28,2660,2074.777892,585.2221083
Feb,West,Skyler,168,24,4032,2634.262744,1397.737256
May,North,Skyler,97,20,1940,1415.850322,524.149678
Oct,East,Alex,117,32,3744,2869.767176,874.2328237
Mar,South,Jamie,99,27,2673,1832.855424,840.1445757
Sep,North,Alex,98,23,2254,1704.32369,549.6763103
Jun,East,Jordan,92,27,2484,1883.195351,600.8046485
Oct,East,Skyler,96,32,3072,2290.718361,781.2816387
Mar,South,Skyler,109,34,3706,2611.388093,1094.611907
Jul,North,Skyler,122,23,2806,2154.333774,651.6662265
Apr,South,Alex,127,30,3810,2835.64987,974.3501303
Mar,East,Alex,122,27,3294,2432.810814,861.1891859
Aug,East,Jamie,172,28,4816,3722.162101,1093.837899
Apr,West,Jordan,193,24,4632,3180.774512,1451.225488
Nov,East,Jamie,145,24,3480,2383.36,1096.641288
Jan,East,Jamie,198,21,4158,2943.726924,1214.273076
Jun,North,Skyler,132,28,3696,2442.944973,1253.055027
Oct,North,Alex,151,30,4530,3173.758862,1356.241138
Nov,West,Jordan,157,23,3611,2567.207271,1043.792729
Nov,West,Jamie,241,22,5302,3840.019773,1461.980227
Jan,West,Jordan,153,21,3213,2210.871789,1002.128211
May,South,Skyler,151,22,3322,2611.179592,710.82
Jul,South,Jamie,92,23,2116,1465.883874,650.1161261
Jun,West,Alex,138,28,3864,3005.158831,858.8411694
Feb,South,Jamie,111,25,2775,1988.961452,786.0385484
Nov,East,Skyler,162,29,4698,3559.785024,1138.214976
Apr,West,Jamie,199,34,6766,4510.454834,2255.545166
Nov,West,Skyler,133,24,3192,2335.572301,856.4276989
Feb,South,Jamie,81,32,2592,2058.369108,533.630892
Nov,North,Jordan,197,28,5516,4136.656251,1379.343749
Jan,West,Alex,116,27,3132,2421.171895,710.8281054
Mar,South,Skyler,176,25,4400,3032.306505,1367.693495
Mar,South,Jordan,182,22,4004,3083.181454,920.8185461
Dec,North,Skyler,193,26,5018,3526.08842,1491.91158
Jul,West,Jamie,240,34,8160,5897.735594,2262.264406
Jan,North,Skyler,80,32,2560,1736.18,823.8242364
Sep,East,Skyler,207,29,6003,4339.297113,1663.702887
Nov,North,Alex,182,25,4550,3309.466508,1240.533492
Jun,North,Jordan,235,31,7285,5415.298024,1869.701976
Apr,South,Jamie,224,34,7616,5942.727247,1673.272753
Mar,North,Alex,136,30,4080,2838.568907,1241.431093
Mar,East,Skyler,149,33,4917,3921.900079,995.099921
Feb,South,Alex,123,34,4182,3250.055908,931.944092
Feb,East,Skyler,220,27,5940,4220.004054,1719.995946
Dec,North,Jamie,155,31,4805,3286.61782,1518.38218
Oct,East,Skyler,237,25,5925,3914.790806,2010.209194
May,East,Alex,164,33,5412,3708.06,1703.94
Sep,North,Alex,145,30,4350,3404.651206,945.3487936
Feb,North,Skyler,132,29,3828,2655.884436,1172.115564
Feb,South,Jordan,97,23,2231,1496.324946,734.6750545
Dec,South,Alex,107,29,3103,2027.503888,1075.496112
Jun,West,Jordan,211,31,6541,4543.719069,1997.280931
Oct,South,Jordan,121,26,3146,2146.902464,999.0975361
Feb,North,Jordan,205,26,5330,3546.210775,1783.789225
Dec,East,Jordan,196,30,5880,4660.86,1219.142323
Apr,East,Alex,213,27,5751,3969.014011,1781.985989
Jun,South,Alex,181,21,3801,2474.171719,1326.828281
May,South,Jordan,216,34,7344,5813.813983,1530.186017
Jan,North,Alex,227,30,6810,5017.45122,1792.54878
Jun,East,Jordan,117,25,2925,1937.584188,987.4158122
Jan,West,Jordan,129,33,4257,2787.114504,1469.885496
Mar,West,Jordan,139,22,3058,2037.170365,1020.829635
Oct,South,Skyler,220,27,5940,4388.01835,1551.98165
May,West,Jamie,198,23,4554,3002.364493,1551.635507
Oct,North,Alex,178,34,6052,4449.558034,1602.441966
May,West,Alex,173,33,5709,4269.653502,1439.346498
Oct,South,Jordan,249,23,5727,3849.325834,1877.674166
Jun,North,Skyler,147,21,3087,2232.72,854.28
Dec,East,Skyler,232,32,7424,5898.97669,1525.02331
Oct,North,Alex,238,25,5950,4614.065939,1335.934061
Aug,South,Jordan,219,25,5475,4152.81297,1322.18703
May,South,Alex,143,20,2860,2081.108368,778.89
Nov,West,Jordan,158,31,4898,3473.373663,1424.626337
Jan,West,Jordan,132,27,3564,2557.93701,1006.06299
May,East,Jamie,105,22,2310,1766.437368,543.5626323
Mar,East,Jordan,217,20,4340,3181.847973,1158.152027
Apr,South,Jamie,219,29,6351,4856.597619,1494.402381
Aug,South,Alex,229,20,4580,3643.302731,936.6972693
Jul,South,Alex,100,20,2000,1492.154245,507.8457548
Nov,East,Skyler,242,24,5808,4300.623819,1507.376181
May,South,Jamie,150,24,3600,2559.327452,1040.672548
Feb,East,Alex,161,20,3220,2188.032159,1031.967841
Jun,South,Jamie,234,24,5616,3965.626705,1650.373295
Nov,North,Alex,139,26,3614,2631.044687,982.955313
Jun,North,Jamie,178,24,4272,2799.135505,1472.864495
Oct,South,Jamie,126,28,3528,2544.996019,983.0039809
Oct,North,Jordan,222,23,5106,3979.22017,1126.77983
Nov,East,Alex,103,32,3296,2625.243085,670.7569152
Jun,West,Skyler,89,28,2492,1939.604094,552.3959063
Sep,North,Jordan,199,31,6169,4168.993309,2000.006691
Nov,West,Skyler,231,27,6237,4199.07,2037.927408
Aug,North,Jamie,167,33,5511,3907.281531,1603.718469
Aug,East,Jordan,183,32,5856,4004.418125,1851.581875
Jan,North,Jamie,203,20,4060,3050.680653,1009.319347
May,North,Alex,113,32,3616,2396.264316,1219.735684
Jul,South,Alex,120,23,2760,1977.699769,782.3002307
Jun,West,Skyler,247,26,6422,4444.367172,1977.632828
May,West,Alex,90,20,1800,1330.758779,469.2412205
Aug,East,Skyler,80,31,2480,1908.508187,571.4918126
Mar,East,Jamie,237,27,6399,5045.832082,1353.167918
Jun,West,Jordan,161,33,5313,4221.592437,1091.407563
May,South,Alex,105,30,3150,2213.439417,936.5605827
Aug,South,Jamie,132,21,2772,2157.661508,614.3384923
Apr,West,Jordan,204,27,5508,4069.279887,1438.720113
Aug,North,Jamie,88,34,2992,2255.48423,736.51577
Oct,West,Skyler,88,30,2640,2053.047704,586.9522956
Feb,North,Jamie,208,32,6656,4456.31,2199.694971
Sep,West,Skyler,138,23,3174,2514.1606,659.84
Sep,North,Skyler,185,27,4995,3656.88727,1338.11273
Oct,South,Alex,204,20,4080,2857.63403,1222.36597
Oct,West,Skyler,95,34,3230,2263.615296,966.3847043
Jun,East,Skyler,117,31,3627,2766.131733,860.8682668
Apr,North,Jamie,218,24,5232,3933.412261,1298.587739
Apr,South,Skyler,232,28,6496,4933.205401,1562.794599
Jun,East,Skyler,138,26,3588,2468.36218,1119.63782
May,South,Jamie,108,22,2376,1605.057931,770.94
Jun,North,Jordan,247,23,5681,4307.782703,1373.217297
Jul,West,Alex,87,29,2523,1752.910032,770.089968
Jul,South,Jamie,177,26,4602,3144.847677,1457.152323
Sep,West,Skyler,213,33,7029,4795.12,2233.877524
Aug,West,Jamie,188,25,4700,3159.622657,1540.377343
Jun,South,Jordan,187,32,5984,4272.71,1711.29
Dec,South,Jamie,228,32,7296,5027.982121,2268.017879
Jun,South,Jamie,136,23,3128,2452.601681,675.398319
May,West,Jamie,155,22,3410,2568.994924,841.0050758
Jan,East,Jamie,192,30,5760,4386.696807,1373.303193
Sep,North,Skyler,85,21,1785,1268.316709,516.6832907
Sep,East,Jamie,203,29,5887,4356.565015,1530.434985
Sep,West,Jordan,213,31,6603,4787.965221,1815.034779
Nov,South,Jamie,132,28,3696,2495.23509,1200.76491
Aug,South,Jamie,211,22,4642,3050.620528,1591.379472
Oct,North,Skyler,88,34,2992,2251.563082,740.4369175
Mar,North,Skyler,148,26,3848,2571.140743,1276.859257
Jan,East,Jamie,153,34,5202,3426.049544,1775.950456
Nov,East,Skyler,190,20,3800,2721.86438,1078.13562
Dec,North,Skyler,166,27,4482,3409.475129,1072.524871
Dec,West,Jamie,83,20,1660,1270.448241,389.5517586
Aug,East,Skyler,116,31,3596,2808.549506,787.4504941
Jul,South,Alex,150,21,3150,2141.628626,1008.371374
May,South,Alex,85,20,1700,1356.33422,343.6657796
Oct,West,Alex,130,23,2990,2285.799269,704.2007312
Jul,North,Skyler,178,21,3738,2517.849523,1220.150477
Oct,East,Alex,175,20,3500,2716.378675,783.6213249
Apr,South,Jordan,221,20,4420,3203.809998,1216.190002
Sep,North,Alex,90,34,3060,2019.544783,1040.455217
Nov,East,Jordan,89,21,1869,1251.867911,617.1320893
Oct,West,Skyler,92,25,2300,1644.693182,655.3068177
Feb,South,Alex,200,21,4200,3064.219291,1135.780709
Sep,West,Jordan,241,32,7712,6108.859228,1603.140772
Sep,West,Skyler,139,34,4726,3224.818572,1501.181428
May,West,Alex,84,32,2688,1938.358939,749.6410615
Nov,East,Jamie,239,31,7409,5066.892262,2342.107738
Jan,West,Alex,91,31,2821,2069.937252,751.0627485
Jul,East,Alex,220,30,6600,5190.224892,1409.775108
Oct,East,Alex,164,32,5248,3858.13325,1389.86675
Oct,West,Jamie,196,21,4116,2990.317551,1125.682449
Apr,West,Jordan,201,27,5427,4138.192844,1288.807156
Sep,North,Jordan,120,24,2880,1935.769051,944.2309485
Jun,South,Jamie,127,33,4191,3293.464864,897.5351363
Mar,North,Alex,130,34,4420,3255.971324,1164.028676
Jun,South,Alex,197,27,5319,4004.921967,1314.078033
Oct,South,Alex,175,31,5425,4192.68,1232.320681
Jun,North,Jordan,155,33,5115,3811.98279,1303.01721
May,North,Jordan,125,31,3875,2891.450514,983.55
Feb,South,Jamie,179,33,5907,4486.031078,1420.968922
Oct,South,Skyler,117,27,3159,2078.102292,1080.897708
Oct,South,Jamie,171,31,5301,3749.564686,1551.435314
Feb,East,Jordan,220,21,4620,3670.315164,949.6848358
Jul,South,Alex,229,33,7557,5204.433189,2352.566811
Feb,West,Alex,209,26,5434,3974.092416,1459.907584
Dec,West,Alex,172,28,4816,3257.128799,1558.871201
Jun,West,Alex,156,31,4836,3377.903188,1458.096812
May,North,Skyler,92,27,2484,1881.784024,602.2159761
Apr,North,Jamie,136,32,4352,3248.611779,1103.388221
Jul,North,Jamie,241,28,6748,4805.571021,1942.428979
Aug,South,Jordan,226,32,7232,5718.425052,1513.574948
Apr,West,Jamie,216,27,5832,4468.810954,1363.189046
Jan,South,Skyler,195,23,4485,3095.495756,1389.504244
Jan,East,Skyler,174,29,5046,3632.196315,1413.803685
Jan,East,Skyler,240,26,6240,4877.840297,1362.159703
Nov,North,Alex,234,34,7956,5198.208673,2757.791327
Jan,East,Jordan,209,28,5852,4314.211105,1537.788895
May,West,Skyler,158,28,4424,3029.528929,1394.471071
Apr,East,Jamie,136,23,3128,2063.144399,1064.855601
Sep,North,Jamie,174,34,5916,4655.47,1260.527076
Mar,South,Jamie,136,26,3536,2731.356515,804.6434846
Jul,East,Skyler,223,25,5575,3778.701739,1796.298261
Nov,West,Skyler,186,31,5766,4471.775019,1294.224981
Aug,West,Jamie,158,31,4898,3291.280216,1606.719784
Jun,West,Skyler,213,34,7242,5224.554085,2017.445915
Dec,South,Jamie,93,22,2046,1552.639826,493.3601741
Oct,West,Alex,106,29,3074,2244.237761,829.7622394
Jan,North,Skyler,117,25,2925,2274.530039,650.4699612
Aug,North,Alex,226,27,6102,4530.928307,1571.071693
Oct,West,Alex,244,21,5124,3662.598036,1461.401964
Mar,East,Skyler,206,34,7004,5524.575292,1479.424708
Aug,West,Jamie,83,31,2573,1686.457923,886.5420771
Dec,North,Jordan,137,22,3014,2179.905124,834.094876
Apr,North,Alex,216,27,5832,4368.851691,1463.148309
Aug,North,Skyler,192,34,6528,5061.868376,1466.131624
Nov,East,Alex,247,23,5681,4153.80,1527.20
Jan,East,Jamie,222,23,5106,3997.118022,1108.881978
Mar,East,Skyler,83,21,1743,1244.400079,498.5999213
Jun,North,Jordan,131,34,4454,3106.973608,1347.026392
Sep,South,Skyler,225,30,6750,5373.484698,1376.515302
Feb,West,Alex,178,29,5162,3871.898216,1290.101784
Nov,West,Skyler,248,31,7688,5488.21,2199.792597
Jan,North,Skyler,172,32,5504,4302.633447,1201.366553
Oct,East,Alex,196,20,3920,2949.651283,970.3487165
Mar,South,Jordan,83,26,2158,1609.199464,548.8005358
Apr,South,Jamie,164,33,5412,4109.227091,1302.772909
Nov,East,Skyler,246,23,5658,4304.289362,1353.710638
May,West,Jordan,86,25,2150,1556.487142,593.5128577
Mar,West,Jamie,204,27,5508,3926.631907,1581.368093
Oct,South,Alex,230,30,6900,5426.107575,1473.892425
Nov,South,Jordan,164,26,4264,3089.639654,1174.360346
Feb,East,Jordan,142,32,4544,3100.704028,1443.295972
Feb,West,Skyler,202,33,6666,4854.450626,1811.549374
Jul,South,Alex,248,26,6448,4224.493055,2223.506945
Sep,West,Skyler,168,25,4200,3185.690562,1014.309438
Oct,South,Alex,174,30,5220,3492.428518,1727.571482
Feb,East,Jamie,198,23,4554,3036.418846,1517.581154
Jul,West,Skyler,123,23,2829,2240.436229,588.5637706
Jul,South,Alex,181,28,5068,3881.497589,1186.502411
Nov,South,Alex,124,30,3720,2649.139657,1070.860343
Jul,South,Jordan,196,24,4704,3226.644926,1477.355074
Mar,South,Skyler,130,28,3640,2826.545802,813.4541976
Dec,East,Skyler,144,34,4896,3893.727975,1002.272025
Jul,West,Jamie,133,30,3990,2897.749932,1092.250068
Jan,West,Alex,151,31,4681,3449.950414,1231.049586
Oct,North,Jordan,199,28,5572,3824.944108,1747.055892
Jan,West,Alex,247,23,5681,4194.779613,1486.220387
May,North,Alex,222,21,4662,3310.437926,1351.562074
Feb,South,Alex,98,21,2058,1598.730083,459.2699172
Sep,East,Skyler,89,28,2492,1760.764847,731.2351532
Jul,East,Alex,95,28,2660,1987.86288,672.1371198
Apr,South,Jamie,238,22,5236,3563.20,1672.80
Apr,North,Jordan,187,34,6358,4219.174684,2138.825316
Feb,South,Jordan,95,24,2280,1495.801485,784.1985148
May,East,Alex,159,24,3816,2718.315448,1097.684552
Apr,East,Jordan,107,21,2247,1515.667356,731.3326445
Dec,West,Alex,227,21,4767,3808.93801,958.0619899
Jan,North,Skyler,242,29,7018,5402.158193,1615.841807
Dec,West,Jordan,88,31,2728,2056.928294,671.0717063
Aug,East,Skyler,183,32,5856,4512.034942,1343.965058
Mar,East,Skyler,217,20,4340,2992.048465,1347.951535
Jun,West,Jamie,124,21,2604,2036.040512,567.9594883
Apr,West,Jamie,188,33,6204,4959.139229,1244.860771
Sep,East,Jordan,222,30,6660,4618.564615,2041.435385
Jul,West,Alex,109,26,2834,2260.674157,573.3258431
Sep,West,Alex,127,20,2540,1773.071084,766.9289158
Oct,North,Alex,247,34,8398,5473.467611,2924.532389
Mar,East,Alex,170,20,3400,2397.279169,1002.720831
Jan,South,Jamie,170,28,4760,3806.225711,953.7742893
May,North,Alex,153,32,4896,3648.855081,1247.144919
Mar,South,Alex,123,21,2583,1948.410834,634.5891663
Jun,West,Skyler,213,30,6390,4381.955745,2008.044255
Aug,West,Alex,196,34,6664,4477.461727,2186.538273
Nov,South,Alex,103,23,2369,1854.516134,514.483866
Apr,West,Jamie,86,30,2580,1836.982783,743.0172168
May,West,Jordan,85,22,1870,1216.652178,653.3478224
May,North,Skyler,197,33,6501,4512.583942,1988.416058
