Month,Region,Sales_Rep,Units_Sold,Unit_Price,Revenue,Cost,Profit
Jan,North,Skyler,80,32,2560,1736.17576359933,823.8242364006701
Sep,East,Skyler,207,29,6003,4339.297113478986,1663.702886521014
Nov,North,Alex,182,25,4550,3309.4665080561135,1240.5334919438865
Jun,North,Jordan,235,31,7285,5415.298024078412,1869.7019759215882
Apr,South,Jamie,224,34,7616,5942.727246582087,1673.272753417913
Mar,North,Alex,136,30,4080,2838.5689066961254,1241.4310933038746
Mar,East,Skyler,149,33,4917,3921.9000789606725,995.0999210393275
Feb,South,Alex,123,34,4182,3250.055907990846,931.9440920091538
Feb,East,Skyler,220,27,5940,4220.004053996754,1719.995946003246
Dec,North,Jamie,155,31,4805,3286.617819922635,1518.3821800773649
Oct,East,Skyler,237,25,5925,3914.790805725593,2010.2091942744069
May,East,Alex,164,33,5412,3708.05684776614,1703.94315223386
Sep,North,Alex,145,30,4350,3404.6512063733903,945.3487936266097
Feb,North,Skyler,132,29,3828,2655.884436438683,1172.1155635613168
Feb,South,Jordan,97,23,2231,1496.3249455221437,734.6750544778563
Dec,South,Alex,107,29,3103,2027.5038876484934,1075.4961123515066
Jun,West,Jordan,211,31,6541,4543.719069199498,1997.2809308005017
Oct,South,Jordan,121,26,3146,2146.902463912991,999.0975360870088
Feb,North,Jordan,205,26,5330,3546.2107752634747,1783.7892247365253
Dec,East,Jordan,196,30,5880,4660.85767667179,1219.1423233282103
Apr,East,Alex,213,27,5751,3969.0140108626756,1781.9859891373244
Jun,South,Alex,181,21,3801,2474.171719338075,1326.828280661925
May,South,Jordan,216,34,7344,5813.813982824584,1530.186017175416
Jan,North,Alex,227,30,6810,5017.451219790038,1792.5487802099624
Jun,East,Jordan,117,25,2925,1937.5841877773412,987.4158122226588
Jan,West,Jordan,129,33,4257,2787.1145036617113,1469.8854963382887
Mar,West,Jordan,139,22,3058,2037.170365465939,1020.8296345340609
Oct,South,Skyler,220,27,5940,4388.018350286245,1551.9816497137554
May,West,Jamie,198,23,4554,3002.364493310238,1551.6355066897622
Oct,North,Alex,178,34,6052,4449.558033804127,1602.4419661958727
May,West,Alex,173,33,5709,4269.653502361137,1439.3464976388632
Oct,South,Jordan,249,23,5727,3849.3258341518763,1877.6741658481237
Jun,North,Skyler,147,21,3087,2232.71878153026,854.28121846974
Dec,East,Skyler,232,32,7424,5898.976689639824,1525.0233103601759
Oct,North,Alex,238,25,5950,4614.065938501541,1335.9340614984594
Aug,South,Jordan,219,25,5475,4152.812970365803,1322.1870296341967
May,South,Alex,143,20,2860,2081.108368393056,778.891631606944
Nov,West,Jordan,158,31,4898,3473.3736631839683,1424.6263368160317
Jan,West,Jordan,132,27,3564,2557.937009930406,1006.062990069594
May,East,Jamie,105,22,2310,1766.4373677208946,543.5626322791054
Mar,East,Jordan,217,20,4340,3181.8479731047214,1158.1520268952786
Apr,South,Jamie,219,29,6351,4856.597619089023,1494.4023809109767
Aug,South,Alex,229,20,4580,3643.302730687473,936.6972693125272
Jul,South,Alex,100,20,2000,1492.1542452313931,507.84575476860687
Nov,East,Skyler,242,24,5808,4300.623819215772,1507.3761807842284
May,South,Jamie,150,24,3600,2559.3274521953103,1040.6725478046897
Feb,East,Alex,161,20,3220,2188.032159390161,1031.9678406098392
Jun,South,Jamie,234,24,5616,3965.6267052689946,1650.3732947310054
Nov,North,Alex,139,26,3614,2631.0446869783796,982.9553130216204
Jun,North,Jamie,178,24,4272,2799.1355052119025,1472.8644947880975
Oct,South,Jamie,126,28,3528,2544.9960191359573,983.0039808640427
Oct,North,Jordan,222,23,5106,3979.2201698671324,1126.7798301328676
Nov,East,Alex,103,32,3296,2625.243084836624,670.7569151633761
Jun,West,Skyler,89,28,2492,1939.6040937097957,552.3959062902043
Sep,North,Jordan,199,31,6169,4168.993308676403,2000.006691323597
Nov,West,Skyler,231,27,6237,4199.07259155603,2037.9274084439703
Aug,North,Jamie,167,33,5511,3907.2815311546747,1603.7184688453253
Aug,East,Jordan,183,32,5856,4004.418125367706,1851.5818746322939
Jan,North,Jamie,203,20,4060,3050.680653009453,1009.3193469905468
May,North,Alex,113,32,3616,2396.264315867587,1219.735684132413
Jul,South,Alex,120,23,2760,1977.699769308185,782.3002306918149
Jun,West,Skyler,247,26,6422,4444.367171983158,1977.6328280168418
May,West,Alex,90,20,1800,1330.7587794899516,469.2412205100484
Aug,East,Skyler,80,31,2480,1908.5081873633555,571.4918126366445
Mar,East,Jamie,237,27,6399,5045.832081542959,1353.1679184570412
Jun,West,Jordan,161,33,5313,4221.592436538292,1091.4075634617084
May,South,Alex,105,30,3150,2213.4394173027126,936.5605826972874
Aug,South,Jamie,132,21,2772,2157.6615076851094,614.3384923148906
Apr,West,Jordan,204,27,5508,4069.2798873700285,1438.7201126299715
Aug,North,Jamie,88,34,2992,2255.4842300474024,736.5157699525976
Oct,West,Skyler,88,30,2640,2053.0477043974984,586.9522956025016
Feb,North,Jamie,208,32,6656,4456.30502875925,2199.6949712407504
Sep,West,Skyler,138,23,3174,2514.160600310152,659.839399689848
Sep,North,Skyler,185,27,4995,3656.887269995856,1338.112730004144
Oct,South,Alex,204,20,4080,2857.6340303354577,1222.3659696645423
Oct,West,Skyler,95,34,3230,2263.6152956683977,966.3847043316023
Jun,East,Skyler,117,31,3627,2766.131733169812,860.8682668301881
Apr,North,Jamie,218,24,5232,3933.412260584411,1298.587739415589
Apr,South,Skyler,232,28,6496,4933.205400932027,1562.7945990679727
Jun,East,Skyler,138,26,3588,2468.3621804811237,1119.6378195188763
May,South,Jamie,108,22,2376,1605.057931433465,770.942068566535
Jun,North,Jordan,247,23,5681,4307.782703326286,1373.2172966737144
Jul,West,Alex,87,29,2523,1752.9100319511674,770.0899680488326
Jul,South,Jamie,177,26,4602,3144.8476768209166,1457.1523231790834
Sep,West,Skyler,213,33,7029,4795.12247564391,2233.8775243560904
Aug,West,Jamie,188,25,4700,3159.6226574553693,1540.3773425446307
Jun,South,Jordan,187,32,5984,4272.70973253404,1711.29026746596
Dec,South,Jamie,228,32,7296,5027.982120507303,2268.017879492697
Jun,South,Jamie,136,23,3128,2452.601680971856,675.3983190281442
May,West,Jamie,155,22,3410,2568.9949242493367,841.0050757506633
Jan,East,Jamie,192,30,5760,4386.6968066363615,1373.3031933636385
Sep,North,Skyler,85,21,1785,1268.3167092602664,516.6832907397336
Sep,East,Jamie,203,29,5887,4356.565014985377,1530.4349850146227
Sep,West,Jordan,213,31,6603,4787.965221325324,1815.034778674676
Nov,South,Jamie,132,28,3696,2495.2350897136826,1200.7649102863174
Aug,South,Jamie,211,22,4642,3050.6205278638613,1591.3794721361387
Oct,North,Skyler,88,34,2992,2251.563082487689,740.4369175123111
Mar,North,Skyler,148,26,3848,2571.140743466167,1276.859256533833
Jan,East,Jamie,153,34,5202,3426.0495442476054,1775.9504557523946
Nov,East,Skyler,190,20,3800,2721.864379622819,1078.135620377181
Dec,North,Skyler,166,27,4482,3409.475128556761,1072.5248714432391
Dec,West,Jamie,83,20,1660,1270.4482413688609,389.55175863113914
Aug,East,Skyler,116,31,3596,2808.549505862639,787.4504941373611
Jul,South,Alex,150,21,3150,2141.628625630666,1008.3713743693338
May,South,Alex,85,20,1700,1356.3342204227365,343.6657795772635
Oct,West,Alex,130,23,2990,2285.7992687758965,704.2007312241035
Jul,North,Skyler,178,21,3738,2517.849523074262,1220.150476925738
Oct,East,Alex,175,20,3500,2716.378675147591,783.6213248524091
Apr,South,Jordan,221,20,4420,3203.8099976574595,1216.1900023425405
Sep,North,Alex,90,34,3060,2019.5447829302789,1040.4552170697211
Nov,East,Jordan,89,21,1869,1251.8679107323333,617.1320892676667
Oct,West,Skyler,92,25,2300,1644.6931822587019,655.3068177412981
Feb,South,Alex,200,21,4200,3064.2192913105714,1135.7807086894286
Sep,West,Jordan,241,32,7712,6108.859228000942,1603.1407719990584
Sep,West,Skyler,139,34,4726,3224.8185717539473,1501.1814282460527
May,West,Alex,84,32,2688,1938.3589385299008,749.6410614700992
Nov,East,Jamie,239,31,7409,5066.892261681425,2342.107738318575
Jan,West,Alex,91,31,2821,2069.937251519235,751.0627484807651
Jul,East,Alex,220,30,6600,5190.224892242064,1409.775107757936
Oct,East,Alex,164,32,5248,3858.1332496194145,1389.8667503805855
Oct,West,Jamie,196,21,4116,2990.317550756962,1125.6824492430378
Apr,West,Jordan,201,27,5427,4138.192843701748,1288.8071562982523
Sep,North,Jordan,120,24,2880,1935.7690514533876,944.2309485466124
Jun,South,Jamie,127,33,4191,3293.4648637369514,897.5351362630486
Mar,North,Alex,130,34,4420,3255.9713240763485,1164.0286759236515
Jun,South,Alex,197,27,5319,4004.9219668757614,1314.0780331242386
Oct,South,Alex,175,31,5425,4192.67931900693,1232.3206809930698
Jun,North,Jordan,155,33,5115,3811.982790330521,1303.0172096694791
May,North,Jordan,125,31,3875,2891.450513932713,983.549486067287
Feb,South,Jamie,179,33,5907,4486.031077767838,1420.9689222321622
Oct,South,Skyler,117,27,3159,2078.1022922710417,1080.8977077289583
Oct,South,Jamie,171,31,5301,3749.5646855739587,1551.4353144260413
Feb,East,Jordan,220,21,4620,3670.3151642016232,949.6848357983768
Jul,South,Alex,229,33,7557,5204.433188582773,2352.5668114172267
Feb,West,Alex,209,26,5434,3974.092415887946,1459.9075841120539
Dec,West,Alex,172,28,4816,3257.128798696289,1558.8712013037111
Jun,West,Alex,156,31,4836,3377.9031883030857,1458.0968116969143
May,North,Skyler,92,27,2484,1881.7840239254829,602.2159760745171
Apr,North,Jamie,136,32,4352,3248.6117789109758,1103.3882210890242
Jul,North,Jamie,241,28,6748,4805.5710214523215,1942.4289785476785
Aug,South,Jordan,226,32,7232,5718.425052460235,1513.5749475397652
Apr,West,Jamie,216,27,5832,4468.810954184704,1363.1890458152957
Jan,South,Skyler,195,23,4485,3095.4957559791524,1389.5042440208476
Jan,East,Skyler,174,29,5046,3632.1963147412557,1413.8036852587443
Jan,East,Skyler,240,26,6240,4877.840297431381,1362.1597025686187
Nov,North,Alex,234,34,7956,5198.208673001844,2757.7913269981564
Jan,East,Jordan,209,28,5852,4314.211104857754,1537.7888951422456
May,West,Skyler,158,28,4424,3029.528928843385,1394.471071156615
Apr,East,Jamie,136,23,3128,2063.144399296736,1064.855600703264
Sep,North,Jamie,174,34,5916,4655.47292418642,1260.5270758135803
Mar,South,Jamie,136,26,3536,2731.3565154436105,804.6434845563895
Jul,East,Skyler,223,25,5575,3778.7017385503805,1796.2982614496195
Nov,West,Skyler,186,31,5766,4471.775018907731,1294.2249810922694
Aug,West,Jamie,158,31,4898,3291.2802156349558,1606.7197843650442
Jun,West,Skyler,213,34,7242,5224.554085214657,2017.4459147853431
Dec,South,Jamie,93,22,2046,1552.6398259167713,493.3601740832287
Oct,West,Alex,106,29,3074,2244.2377606106447,829.7622393893553
Jan,North,Skyler,117,25,2925,2274.5300387689595,650.4699612310405
Aug,North,Alex,226,27,6102,4530.928306862444,1571.0716931375564
Oct,West,Alex,244,21,5124,3662.598036028079,1461.4019639719208
Mar,East,Skyler,206,34,7004,5524.575291994746,1479.4247080052537
Aug,West,Jamie,83,31,2573,1686.4579228586906,886.5420771413094
Dec,North,Jordan,137,22,3014,2179.9051240253734,834.0948759746266
Apr,North,Alex,216,27,5832,4368.8516913593585,1463.1483086406415
Aug,North,Skyler,192,34,6528,5061.868375897339,1466.1316241026607
Nov,East,Alex,247,23,5681,4153.79653272236,1527.20346727764
Jan,East,Jamie,222,23,5106,3997.118021643855,1108.8819783561448
Mar,East,Skyler,83,21,1743,1244.4000786931265,498.5999213068735
Jun,North,Jordan,131,34,4454,3106.973607699875,1347.0263923001248
Sep,South,Skyler,225,30,6750,5373.484698047663,1376.5153019523368
Feb,West,Alex,178,29,5162,3871.898216425354,1290.101783574646
Nov,West,Skyler,248,31,7688,5488.20740295475,2199.7925970452497
Jan,North,Skyler,172,32,5504,4302.633446859988,1201.366553140012
Oct,East,Alex,196,20,3920,2949.651283459423,970.3487165405768
Mar,South,Jordan,83,26,2158,1609.1994642421864,548.8005357578136
Apr,South,Jamie,164,33,5412,4109.227091427443,1302.7729085725568
Nov,East,Skyler,246,23,5658,4304.289362140533,1353.7106378594672
May,West,Jordan,86,25,2150,1556.4871422556116,593.5128577443884
Mar,West,Jamie,204,27,5508,3926.631907226902,1581.368092773098
Oct,South,Alex,230,30,6900,5426.107575004363,1473.8924249956372
Nov,South,Jordan,164,26,4264,3089.6396542241127,1174.3603457758873
Feb,East,Jordan,142,32,4544,3100.7040283923247,1443.2959716076753
Feb,West,Skyler,202,33,6666,4854.450625546477,1811.5493744535233
Jul,South,Alex,248,26,6448,4224.493055036474,2223.5069449635257
Sep,West,Skyler,168,25,4200,3185.690561735287,1014.3094382647132
Oct,South,Alex,174,30,5220,3492.4285182430476,1727.5714817569524
Feb,East,Jamie,198,23,4554,3036.4188456555107,1517.5811543444893
Jul,West,Skyler,123,23,2829,2240.4362293578592,588.5637706421408
Jul,South,Alex,181,28,5068,3881.497589244926,1186.502410755074
Nov,South,Alex,124,30,3720,2649.139657198449,1070.8603428015508
Jul,South,Jordan,196,24,4704,3226.6449260813997,1477.3550739186003
Mar,South,Skyler,130,28,3640,2826.545802367716,813.4541976322839
Dec,East,Skyler,144,34,4896,3893.7279747477364,1002.2720252522636
Jul,West,Jamie,133,30,3990,2897.7499316073404,1092.2500683926596
Jan,West,Alex,151,31,4681,3449.9504141279886,1231.0495858720114
Oct,North,Jordan,199,28,5572,3824.9441081892837,1747.0558918107163
Jan,West,Alex,247,23,5681,4194.779612520345,1486.220387479655
May,North,Alex,222,21,4662,3310.437926180964,1351.562073819036
Feb,South,Alex,98,21,2058,1598.7300827804827,459.2699172195173
Sep,East,Skyler,89,28,2492,1760.764846810003,731.2351531899969
Jul,East,Alex,95,28,2660,1987.8628802382395,672.1371197617605
Apr,South,Jamie,238,22,5236,3563.20220695549,1672.79779304451
Apr,North,Jordan,187,34,6358,4219.174683560926,2138.8253164390744
Feb,South,Jordan,95,24,2280,1495.8014852145727,784.1985147854273
May,East,Alex,159,24,3816,2718.3154483280205,1097.6845516719795
Apr,East,Jordan,107,21,2247,1515.6673555449727,731.3326444550273
Dec,West,Alex,227,21,4767,3808.938010050056,958.0619899499438
Jan,North,Skyler,242,29,7018,5402.158192996347,1615.8418070036532
Dec,West,Jordan,88,31,2728,2056.9282936794084,671.0717063205916
Aug,East,Skyler,183,32,5856,4512.034941744959,1343.9650582550412
Mar,East,Skyler,217,20,4340,2992.0484653518897,1347.9515346481103
Jun,West,Jamie,124,21,2604,2036.0405117149753,567.9594882850247
Apr,West,Jamie,188,33,6204,4959.139229190235,1244.8607708097652
Sep,East,Jordan,222,30,6660,4618.564614602417,2041.4353853975826
Jul,West,Alex,109,26,2834,2260.674156942984,573.3258430570158
Sep,West,Alex,127,20,2540,1773.0710841558887,766.9289158441113
Oct,North,Alex,247,34,8398,5473.467611362525,2924.5323886374754
Mar,East,Alex,170,20,3400,2397.2791694409275,1002.7208305590725
Jan,South,Jamie,170,28,4760,3806.2257106547163,953.7742893452837
May,North,Alex,153,32,4896,3648.8550814791975,1247.1449185208025
Mar,South,Alex,123,21,2583,1948.4108336532333,634.5891663467667
Jun,West,Skyler,213,30,6390,4381.955745275437,2008.044254724563
Aug,West,Alex,196,34,6664,4477.461727257997,2186.538272742003
Nov,South,Alex,103,23,2369,1854.5161339928313,514.4838660071687
Apr,West,Jamie,86,30,2580,1836.9827832104372,743.0172167895628
May,West,Jordan,85,22,1870,1216.6521775689446,653.3478224310554
May,North,Skyler,197,33,6501,4512.583942122101,1988.4160578778992
Apr,South,Skyler,240,30,7200,4891.390676979373,2308.609323020627
Apr,North,Jordan,164,23,3772,2793.414343298187,978.5856567018131
Apr,South,Skyler,189,30,5670,4328.582756040232,1341.4172439597678
Apr,North,Alex,245,33,8085,5858.591305248952,2226.4086947510477
Apr,East,Alex,224,30,6720,4555.386218445746,2164.6137815542543
May,East,Jordan,110,26,2860,1883.8667548770227,976.1332451229773
Feb,South,Jamie,244,29,7076,4932.184992458917,2143.815007541083
Feb,East,Jamie,218,33,7194,5545.815068784521,1648.184931215479
Sep,North,Skyler,212,21,4452,3173.9511387637963,1278.0488612362037
Feb,South,Jamie,143,21,3003,2065.5765091182243,937.4234908817757
Jun,East,Jamie,155,28,4340,2834.4918301153534,1505.5081698846466
Feb,East,Jamie,210,25,5250,3803.1488661421026,1446.8511338578974
May,South,Jamie,135,30,4050,3048.529430723916,1001.470569276084
Apr,East,Jamie,142,34,4828,3276.036597376104,1551.963402623896
Dec,East,Jamie,184,34,6256,4570.498007048722,1685.5019929512782
Jul,South,Jamie,117,26,3042,2169.283080986959,872.7169190130412
Jul,East,Skyler,133,24,3192,2411.850147566979,780.1498524330209
Jun,East,Alex,209,32,6688,5210.558838399429,1477.441161600571
Oct,East,Jamie,81,24,1944,1353.1354546784523,590.8645453215477
May,East,Alex,219,34,7446,5850.43881617471,1595.5611838252898
Jan,West,Jordan,119,23,2737,2069.2890607806708,667.7109392193292
Dec,South,Alex,81,27,2187,1433.742343318568,753.2576566814321
Mar,West,Jordan,184,26,4784,3677.3959032873568,1106.6040967126432
Sep,West,Skyler,204,29,5916,4284.332056171049,1631.6679438289511
Jan,North,Alex,159,21,3339,2643.8840876641043,695.1159123358957
May,West,Jordan,126,34,4284,2992.565600127,1291.434399873
Feb,West,Alex,243,21,5103,3769.4944953859367,1333.5055046140633
Apr,North,Skyler,211,25,5275,4185.300667402476,1089.6993325975236
Nov,East,Alex,231,31,7161,4945.916227231599,2215.083772768401
Jan,East,Jordan,170,30,5100,3676.044461465779,1423.955538534221
Mar,West,Jamie,180,20,3600,2746.3475616471105,853.6524383528895
Oct,North,Jamie,209,26,5434,4095.4145382360825,1338.5854617639175
Jul,East,Jamie,94,34,3196,2479.4743460020554,716.5256539979446
Oct,North,Skyler,128,27,3456,2515.862598615726,940.1374013842742
Mar,South,Jamie,191,33,6303,4398.474040865288,1904.5259591347121
Apr,South,Skyler,114,29,3306,2414.248458039395,891.7515419606052
Feb,South,Jamie,195,27,5265,3698.6309349877433,1566.3690650122567
Mar,South,Skyler,173,22,3806,2574.6241935385415,1231.3758064614585
Sep,West,Skyler,103,32,3296,2416.7770209774794,879.2229790225206
Mar,South,Alex,139,26,3614,2375.327098207714,1238.6729017922862
Nov,South,Jamie,156,20,3120,2045.1172418010592,1074.8827581989408
May,North,Alex,127,32,4064,2680.9640296430075,1383.0359703569925
Feb,East,Jordan,230,34,7820,5871.972905745932,1948.0270942540683
Apr,North,Jamie,219,30,6570,4671.5855412082965,1898.4144587917035
Dec,West,Jamie,120,22,2640,1911.6696122120886,728.3303877879114
Jul,South,Jamie,236,32,7552,5297.80223173358,2254.19776826642
Jul,East,Jamie,207,25,5175,3560.635119307826,1614.3648806921742
Dec,East,Alex,230,28,6440,4532.122786885728,1907.8772131142723
Mar,South,Alex,110,24,2640,1792.5777551364974,847.4222448635026
May,South,Skyler,228,32,7296,5485.232654689162,1810.7673453108382
Jan,West,Alex,103,33,3399,2261.219841885846,1137.780158114154
Oct,West,Skyler,88,24,2112,1536.5541466420239,575.4458533579761
Oct,South,Jordan,229,28,6412,4626.412202921587,1785.5877970784131
Oct,South,Alex,211,31,6541,4547.882357550569,1993.1176424494306
Nov,South,Skyler,156,28,4368,2906.220007966827,1461.7799920331731
Jan,South,Jamie,210,25,5250,3966.394196997377,1283.605803002623
May,East,Jordan,199,24,4776,3512.418715050149,1263.5812849498511
Oct,West,Skyler,235,29,6815,5257.2372000047335,1557.7627999952665
Sep,South,Jordan,169,21,3549,2432.2310446837037,1116.7689553162963
Jan,South,Jamie,196,30,5880,4520.1595498938605,1359.8404501061395
Jan,East,Jamie,189,27,5103,3540.419854437561,1562.5801455624392
Apr,North,Skyler,200,31,6200,4134.70937985666,2065.2906201433398
Apr,South,Skyler,177,27,4779,3203.0647414926825,1575.9352585073175
Feb,East,Jamie,94,34,3196,2183.3754354914295,1012.6245645085705
Sep,East,Skyler,215,26,5590,4205.716629391666,1384.2833706083338
Sep,North,Jamie,131,33,4323,2968.1469871071486,1354.8530128928514
Feb,West,Alex,134,27,3618,2679.420767073204,938.5792329267961
Sep,West,Skyler,116,22,2552,1756.996920078418,795.003079921582
Jun,West,Jordan,211,34,7174,5056.116971035432,2117.8830289645684
Aug,South,Jamie,134,22,2948,2309.6347409674163,638.3652590325837
Oct,West,Alex,91,21,1911,1385.5787785868592,525.4212214131408
Apr,South,Skyler,226,20,4520,3344.970734408543,1175.0292655914568
Feb,South,Jamie,116,22,2552,1731.2551702983783,820.7448297016217
Feb,East,Alex,86,22,1892,1267.1214226137656,624.8785773862344
Sep,West,Skyler,134,26,3484,2480.52800285591,1003.47199714409
Jan,West,Jamie,107,31,3317,2581.6470550935865,735.3529449064135
Dec,West,Jamie,116,34,3944,2706.1304378165646,1237.8695621834354
Jul,South,Jamie,154,29,4466,3319.3717757339414,1146.6282242660586
Nov,South,Skyler,193,28,5404,4219.5211940078625,1184.4788059921375
Mar,West,Alex,246,31,7626,6025.7720839065405,1600.2279160934595
Mar,South,Jamie,185,20,3700,2956.553598320247,743.4464016797529
Feb,South,Alex,230,34,7820,5977.948748694811,1842.051251305189
Oct,North,Alex,189,27,5103,3374.366494655036,1728.6335053449639
Jun,North,Jordan,163,20,3260,2545.144914725066,714.855085274934
Oct,West,Alex,90,22,1980,1550.034151935465,429.96584806453507
Feb,West,Alex,145,23,3335,2446.530740310663,888.4692596893369
Oct,North,Alex,92,30,2760,1821.9167076067029,938.0832923932971
Apr,South,Alex,248,27,6696,4831.162638635399,1864.8373613646008
Oct,South,Alex,94,32,3008,2050.2678561882067,957.7321438117933
Sep,East,Skyler,135,20,2700,1934.0533623492045,765.9466376507955
Sep,West,Jordan,238,31,7378,5597.090772815866,1780.9092271841337
Jun,West,Jamie,132,21,2772,2079.3675588384585,692.6324411615415
Apr,West,Jordan,140,30,4200,3221.394858950119,978.6051410498808
Jul,East,Jordan,207,24,4968,3584.3047463208363,1383.6952536791637
Jan,East,Jamie,121,25,3025,2198.021907807462,826.978092192538
Dec,South,Alex,108,24,2592,2048.595975699538,543.404024300462
Apr,North,Jamie,234,32,7488,5576.145513604673,1911.8544863953266
May,North,Alex,123,22,2706,2062.3267419731606,643.6732580268394
Aug,North,Jamie,212,29,6148,4609.01779552969,1538.9822044703096
Dec,South,Skyler,192,26,4992,3724.3954776810724,1267.6045223189276
Feb,North,Jordan,185,31,5735,4513.624634051302,1221.3753659486983
Dec,East,Alex,117,20,2340,1646.126513827096,693.873486172904
May,East,Jordan,194,21,4074,2909.461561715381,1164.5384382846191
Jun,West,Alex,209,30,6270,4432.655254104142,1837.344745895858
May,North,Jamie,188,33,6204,4744.692240468138,1459.3077595318618
Sep,East,Jamie,163,31,5053,3942.66864745793,1110.33135254207
Oct,West,Jamie,242,28,6776,4767.765439527155,2008.2345604728453
Jan,North,Skyler,125,33,4125,2769.327248920438,1355.6727510795622
Mar,North,Jamie,171,23,3933,2847.948200445017,1085.051799554983
Feb,East,Jamie,184,27,4968,3962.721632981775,1005.2783670182248
Dec,West,Skyler,151,28,4228,2877.374975374019,1350.625024625981
Mar,West,Jordan,218,26,5668,4068.4911975333116,1599.5088024666884
Oct,East,Jordan,108,20,2160,1491.9293242674185,668.0706757325815
Sep,East,Alex,126,24,3024,2384.127141616917,639.872858383083
Sep,East,Jordan,190,25,4750,3480.028581641156,1269.971418358844
Oct,North,Alex,86,33,2838,2091.0715162245556,746.9284837754444
Feb,East,Alex,196,30,5880,3829.286419527749,2050.713580472251
Mar,East,Jordan,143,27,3861,2887.707395370138,973.2926046298621
Apr,South,Jordan,161,29,4669,3249.4039183331274,1419.5960816668726
Sep,East,Skyler,143,34,4862,3534.734539547341,1327.2654604526592
Mar,East,Alex,171,32,5472,3992.7001078569033,1479.2998921430967
Jul,North,Jordan,91,27,2457,1815.314349341582,641.6856506584179
Dec,West,Jordan,91,32,2912,2252.5220057946176,659.4779942053824
Mar,North,Skyler,115,31,3565,2477.105297980298,1087.894702019702
Jul,South,Jordan,108,33,3564,2453.5438759953568,1110.4561240046432
Jul,East,Jamie,218,28,6104,4696.242581084704,1407.7574189152956
Sep,East,Jamie,164,28,4592,3479.853351471362,1112.1466485286378
Feb,East,Alex,153,34,5202,3557.347335998334,1644.652664001666
Jun,East,Skyler,126,23,2898,1884.063564116458,1013.9364358835419
Sep,East,Jordan,240,25,6000,4499.342685981014,1500.6573140189857
Dec,East,Alex,160,22,3520,2370.9899982062293,1149.0100017937707
Dec,South,Jordan,200,20,4000,3174.197769085637,825.802230914363
Feb,East,Jamie,122,32,3904,2891.540905156344,1012.4590948436562
Feb,East,Jordan,225,32,7200,5597.623967245745,1602.376032754255
May,East,Jordan,153,25,3825,2948.475346097138,876.5246539028622
Oct,South,Jordan,132,20,2640,1936.8878989720904,703.1121010279096
Oct,East,Jamie,118,28,3304,2364.8466136688726,939.1533863311274
Dec,South,Jamie,186,30,5580,4042.820267576234,1537.179732423766
Oct,North,Skyler,241,25,6025,4641.951074187904,1383.048925812096
Aug,East,Jamie,116,20,2320,1730.8768455296608,589.1231544703392
Nov,West,Alex,248,30,7440,5065.580374005212,2374.4196259947876
Sep,South,Jordan,176,32,5632,4175.58320509349,1456.4167949065104
Feb,North,Jamie,128,22,2816,2001.3311629426155,814.6688370573845
May,South,Alex,207,20,4140,2729.065752023517,1410.9342479764832
Jul,South,Jamie,89,21,1869,1321.738818473301,547.2611815266989
Jun,North,Jordan,119,25,2975,2035.317183310819,939.682816689181
Jun,East,Alex,225,26,5850,4538.357928395608,1311.6420716043922
Jul,East,Jamie,232,20,4640,3089.0796254981597,1550.9203745018403
Mar,South,Jamie,185,29,5365,3777.461720826932,1587.538279173068
Mar,North,Alex,120,24,2880,2172.452535924946,707.547464075054
Oct,East,Skyler,243,25,6075,4766.498385040851,1308.5016149591493
Sep,South,Alex,81,34,2754,1928.6193329250907,825.3806670749093
Aug,West,Alex,132,23,3036,2249.5721046490085,786.4278953509915
May,North,Alex,226,25,5650,3989.1680275841745,1660.8319724158255
Jun,West,Alex,105,24,2520,1714.6890691743547,805.3109308256453
Nov,West,Jamie,133,32,4256,2974.3382441464973,1281.6617558535027
Dec,South,Alex,130,32,4160,3100.802949856335,1059.197050143665
Oct,North,Alex,232,30,6960,5271.858269511224,1688.1417304887764
Jan,East,Jordan,193,26,5018,3540.6548392363047,1477.3451607636953
Oct,East,Jamie,96,32,3072,2067.086768264442,1004.9132317355579
Dec,South,Jordan,199,23,4577,3070.8632101079243,1506.1367898920757
Jan,East,Jamie,125,20,2500,1929.7302873362241,570.2697126637759
Apr,East,Skyler,134,21,2814,2104.846753196761,709.1532468032392
Feb,West,Skyler,129,25,3225,2448.4349027074804,776.5650972925196
Nov,West,Jamie,154,33,5082,3675.496190101041,1406.503809898959
Jul,North,Skyler,90,32,2880,2069.562145371925,810.437854628075
Feb,West,Skyler,219,29,6351,4329.302172542135,2021.697827457865
Oct,East,Jamie,247,32,7904,5337.183552132527,2566.8164478674726
Feb,North,Alex,127,30,3810,2564.461476412683,1245.5385235873168
May,North,Jordan,200,21,4200,3354.826847888039,845.1731521119609
Apr,South,Jamie,135,32,4320,3339.9378443067817,980.0621556932183
Aug,West,Jamie,87,24,2088,1553.303792934162,534.696207065838
Apr,North,Jamie,93,31,2883,1966.6689737469144,916.3310262530856
Dec,East,Jordan,193,23,4439,3110.180117025023,1328.8198829749772
Jun,North,Jamie,133,26,3458,2429.6525510171064,1028.3474489828936
May,North,Jordan,96,23,2208,1593.4054320719827,614.5945679280173
Nov,South,Jordan,212,26,5512,3931.7069495193864,1580.2930504806136
Feb,East,Skyler,210,30,6300,4977.774759027971,1322.2252409720286
